,date,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,aerosol_optical_depth,dust,uv_index,uv_index_clear_sky,city,latitude,longitude
975,2022-09-01,17.833333333333332,12.279166666666667,298.0,2.3333333333333335,0.2604166666666667,48.166666666666664,0.18333333333333335,0.0,1.3770833333333332,2.48125,Douala,4.0483,9.7043
976,2022-09-02,20.970833333333335,14.4625,315.0,2.55625,0.24791666666666667,49.416666666666664,0.245,0.0,1.2750000000000001,2.316666666666667,Douala,4.0483,9.7043
977,2022-09-03,17.745833333333334,12.112499999999999,298.4166666666667,2.216666666666667,0.25833333333333336,54.541666666666664,0.3145833333333333,0.0,0.9375,2.2666666666666666,Douala,4.0483,9.7043
978,2022-09-04,12.012500000000001,8.0,232.95833333333334,1.1770833333333333,0.14166666666666666,52.041666666666664,0.15958333333333333,0.0,1.0,2.46875,Douala,4.0483,9.7043
979,2022-09-05,12.316666666666668,8.229166666666666,244.91666666666666,1.2645833333333334,0.19583333333333333,50.083333333333336,0.13875,0.0,1.9541666666666668,2.5645833333333337,Douala,4.0483,9.7043
980,2022-09-06,12.908333333333333,8.579166666666667,248.875,1.7041666666666666,0.14791666666666667,46.291666666666664,0.15166666666666667,0.0,1.7375,2.5145833333333334,Douala,4.0483,9.7043
981,2022-09-07,12.870833333333332,8.745833333333334,255.33333333333334,1.7333333333333334,0.16666666666666666,46.583333333333336,0.16333333333333333,0.0,1.8104166666666668,2.4520833333333334,Douala,4.0483,9.7043
982,2022-09-08,11.1875,7.579166666666667,247.25,1.4770833333333335,0.10625000000000001,45.625,0.1375,0.0,0.9562499999999999,2.44375,Douala,4.0483,9.7043
983,2022-09-09,13.958333333333334,9.466666666666667,265.7083333333333,1.7750000000000001,0.17500000000000002,45.791666666666664,0.13416666666666668,0.0,0.9833333333333333,2.475,Douala,4.0483,9.7043
984,2022-09-10,13.424999999999999,9.237499999999999,269.4583333333333,1.6791666666666665,0.17708333333333334,47.708333333333336,0.13999999999999999,0.0,1.2666666666666666,2.40625,Douala,4.0483,9.7043
985,2022-09-11,14.887500000000001,10.1,287.5416666666667,1.7958333333333334,0.18541666666666667,50.166666666666664,0.16333333333333333,0.0,0.6479166666666666,2.402083333333333,Douala,4.0483,9.7043
986,2022-09-12,16.616666666666667,10.920833333333334,259.375,1.575,0.23958333333333334,47.333333333333336,0.19791666666666666,0.0,1.9979166666666668,2.49375,Douala,4.0483,9.7043
987,2022-09-13,18.558333333333334,12.495833333333332,266.25,1.5979166666666667,0.25625000000000003,49.708333333333336,0.21416666666666664,0.0,1.5270833333333333,2.4145833333333333,Douala,4.0483,9.7043
988,2022-09-14,14.625,9.833333333333334,270.25,1.3270833333333334,0.3229166666666667,49.0,0.19083333333333333,0.5833333333333334,1.7708333333333333,2.4854166666666666,Douala,4.0483,9.7043
989,2022-09-15,12.225,8.141666666666667,239.29166666666666,1.51875,0.16041666666666668,46.208333333333336,0.14208333333333334,0.8333333333333334,1.1458333333333333,2.49375,Douala,4.0483,9.7043
990,2022-09-16,13.0625,9.0375,256.7916666666667,1.96875,0.15833333333333333,46.583333333333336,0.09625,0.0,0.4583333333333333,2.53125,Douala,4.0483,9.7043
991,2022-09-17,13.729166666666666,9.408333333333333,268.5,1.4895833333333333,0.19791666666666666,49.125,0.14875000000000002,0.0,0.9479166666666666,2.4625,Douala,4.0483,9.7043
992,2022-09-18,16.662499999999998,11.366666666666667,277.0833333333333,1.4083333333333332,0.32916666666666666,47.791666666666664,0.17333333333333334,0.0,1.2041666666666668,2.3874999999999997,Douala,4.0483,9.7043
993,2022-09-19,16.958333333333332,11.220833333333333,249.29166666666666,1.7770833333333333,0.13125,43.291666666666664,0.135,0.0,0.9208333333333333,2.591666666666667,Douala,4.0483,9.7043
994,2022-09-20,19.329166666666666,13.133333333333333,272.9166666666667,1.7125000000000001,0.39999999999999997,44.5,0.16125,0.0,1.7750000000000001,2.4833333333333334,Douala,4.0483,9.7043
995,2022-09-21,19.408333333333335,13.4125,248.04166666666666,1.7916666666666667,0.33125,49.416666666666664,0.16916666666666666,0.0,1.2833333333333334,2.50625,Douala,4.0483,9.7043
996,2022-09-22,12.887500000000001,8.866666666666667,216.08333333333334,0.9562499999999999,0.2791666666666667,52.416666666666664,0.12416666666666666,0.0,1.4354166666666668,2.5729166666666665,Douala,4.0483,9.7043
997,2022-09-23,12.070833333333333,8.308333333333334,215.91666666666666,0.7729166666666667,0.31666666666666665,53.125,0.11458333333333333,0.0,1.9229166666666666,2.6645833333333333,Douala,4.0483,9.7043
998,2022-09-24,14.916666666666666,10.245833333333334,226.54166666666666,0.75625,0.47291666666666665,48.083333333333336,0.1275,0.0,1.9458333333333335,2.5729166666666665,Douala,4.0483,9.7043
999,2022-09-25,15.0,10.329166666666666,216.41666666666666,1.1416666666666666,0.325,46.5,0.14875,0.0,1.4479166666666667,2.4583333333333335,Douala,4.0483,9.7043
1000,2022-09-26,10.450000000000001,7.116666666666667,197.33333333333334,1.1375,0.13541666666666666,43.875,0.09749999999999999,0.0,1.2729166666666667,2.5375,Douala,4.0483,9.7043
1001,2022-09-27,13.333333333333334,9.233333333333333,240.375,2.0833333333333335,0.17500000000000002,40.875,0.09708333333333334,0.0,0.9895833333333334,2.53125,Douala,4.0483,9.7043
1002,2022-09-28,12.729166666666666,8.758333333333333,227.95833333333334,1.7125000000000001,0.1875,46.5,0.10958333333333332,0.0,1.9145833333333335,2.5520833333333335,Douala,4.0483,9.7043
1003,2022-09-29,15.341666666666667,10.65,245.08333333333334,1.8395833333333333,0.3104166666666667,45.75,0.13125,0.0,1.6875,2.4833333333333334,Douala,4.0483,9.7043
1004,2022-09-30,17.3125,12.058333333333332,248.5,2.0416666666666665,0.2604166666666667,48.25,0.15791666666666668,0.0,1.4729166666666667,2.4666666666666663,Douala,4.0483,9.7043
1005,2022-10-01,17.904166666666665,12.387500000000001,250.5,1.6208333333333333,0.35833333333333334,44.708333333333336,0.17833333333333334,0.0,1.5125,2.5,Douala,4.0483,9.7043
1006,2022-10-02,13.075000000000001,8.924999999999999,209.41666666666666,1.4270833333333333,0.29583333333333334,42.791666666666664,0.16333333333333333,0.0,1.6041666666666667,2.533333333333333,Douala,4.0483,9.7043
1007,2022-10-03,16.366666666666667,10.970833333333333,218.5,1.6645833333333335,0.27291666666666664,41.166666666666664,0.19333333333333336,0.75,1.31875,2.433333333333333,Douala,4.0483,9.7043
1008,2022-10-04,19.741666666666667,13.495833333333332,265.6666666666667,2.5479166666666666,0.2604166666666667,43.083333333333336,0.17875,0.8333333333333334,1.4020833333333333,2.433333333333333,Douala,4.0483,9.7043
1009,2022-10-05,18.5,12.65,249.5,1.9270833333333333,0.3354166666666667,42.208333333333336,0.1725,0.7916666666666666,1.3229166666666667,2.5479166666666666,Douala,4.0483,9.7043
1010,2022-10-06,15.320833333333333,10.583333333333334,223.625,2.0208333333333335,0.19791666666666666,46.041666666666664,0.16375,0.4166666666666667,1.2791666666666666,2.43125,Douala,4.0483,9.7043
1011,2022-10-07,17.370833333333334,12.095833333333333,258.8333333333333,2.4916666666666667,0.24375,43.0,0.115,0.0,1.2249999999999999,2.55625,Douala,4.0483,9.7043
1012,2022-10-08,20.329166666666666,14.0875,286.125,2.654166666666667,0.3979166666666667,43.833333333333336,0.13208333333333333,0.0,1.4854166666666666,2.3833333333333333,Douala,4.0483,9.7043
1013,2022-10-09,17.941666666666666,12.391666666666666,249.70833333333334,2.2624999999999997,0.27708333333333335,48.166666666666664,0.12916666666666668,0.0,1.1645833333333333,2.4145833333333333,Douala,4.0483,9.7043
1014,2022-10-10,20.579166666666666,14.083333333333334,268.0833333333333,2.470833333333333,0.41041666666666665,37.375,0.18958333333333333,0.125,1.5541666666666665,2.4,Douala,4.0483,9.7043
1015,2022-10-11,24.983333333333334,16.575,295.3333333333333,2.735416666666666,0.37916666666666665,52.458333333333336,0.29125,4.041666666666667,1.2020833333333334,2.1625,Douala,4.0483,9.7043
1016,2022-10-12,20.7625,14.320833333333333,280.4583333333333,2.3229166666666665,0.33749999999999997,58.541666666666664,0.17375,1.6666666666666667,1.8916666666666666,2.41875,Douala,4.0483,9.7043
1017,2022-10-13,15.370833333333332,10.616666666666667,245.16666666666666,1.5229166666666665,0.24166666666666667,49.125,0.20041666666666666,0.2916666666666667,1.5041666666666667,2.35625,Douala,4.0483,9.7043
1018,2022-10-14,12.9625,8.950000000000001,224.41666666666666,1.375,0.3125,47.875,0.1366666666666667,0.0,1.4645833333333333,2.4187499999999997,Douala,4.0483,9.7043
